Parlor name,Phone number,Address
Body & Soul,410-940-9569,"8766 Philadelphia Rd.; Rosedale, MD, 21237"
Hawaii Foot Spa,425-445-1835,"10600 NE 68th St. #E; Kirkland, WA, 98033"
Sunshine Healing Clinic,818-762-5699,"5645 Cahuenga Blvd; North Hollywood, CA, 91601"
Body Rubs By Marissa,203-360-7164,"417 Post Rd; Fairfield, CT,"
Top Oriental Massage,626-348-1862,"4344 Eagle Rock Blvd., Suite B; Los Angeles, CA, 90041"
York Health Center,323-550-8186,"6114 York Blvd., Suite A; Los Angeles, CA, 90042"
Heaven Spa,323-478-9588,"5105 York Blvd.; Los Angeles, CA, 90042"
York Asian Massage,323-348-6628,"5681 York Blvd, Suite 203; Los Angeles, CA, 90042"
Illusion Spa,256-882-0206,"1138 Hwy. 231 S.; Laceys Spring, AL, 35754"
Pine Tree Massage,256-523-5444,"25305 Elkton Road; Elkton, AL, 35620"
Century Health Center,310-337-2700,"10322 S. La Cienega Blvd.; Los Angeles, CA, 90045"
Lu Acupuncture Clinic,562-902-0809,"16209 Whittier Blvd; Whittier, CA, 90603"
Star Accupressure,253-940-0520,"31830 Pacific Hwy South, #E; Federal Way, WA, 98003"
Spring Hot Stone,505-404-8468,"130 Calle del Presidente St; Bernalillo, NM, 87004"
Suite 304 Therapy --,818-339-2416,"14349 Victory Blvd., Suite 304; Van Nuys, CA, 91401"
Massage Only,281-861-0102,"9740 Barker Cypress rd; Cypress, TX, 77433"
Ajenn Spa,626-281-3486,"600 W Main St. Ste 108 Alhambra, CA 91801; Alhambra, CA, 91801"
Relaxing Spa & Bodywork,978-618-9956,"235 Newbury St; Danvers, MA, 01923"
Relaxing Tanning Center,,"535 S Bascom Ave; San Jose, CA,"
K & C Day Spa,714-495-7729,"11741 Valley View St, Suite K; Cypress, CA, 92845"
Tranquil Massage,650-637-8047,"951 Old County Rd., Suite 1; Belmont, CA, 94002"
Traditional Massage,386-898-5478,"619 Beville Road; Daytona Beach, FL, 32119"
Sapphire Spa,206-883-8881,"13256 NE 20th St, #1; Bellevue, WA, 98005"
Asian Fantastic BodyWork,347-808-8138,"27-15 24th Ave; Astoria, NY, 11102"
Aroma Therapy,650-969-1091,"819 W El Camino Real; Mountain View, CA, 94040"
Beijing Massage,559-437-9889,"3017 W Bullard Ave; Fresno, CA, 93711"
Miko Spa,937-328-3299,"448 E. High St.; Springfield, OH, 45505"
A Touch Of Heaven Massage,602-482-1255,"12613 N. Cave Creek Rd.; Phoenix, AZ, 85022"
Moonlight Spa,509-922-4321,"9410 E. Sprague Ave.; Spokane Valley, WA, 99206"
Siam Massage Therapy,918-622-5650,"3316 S. Memorial Dr.; Tulsa, OK, 74145"
Magic Relaxation Center,267-546-6018,"29 Bala Ave, Suite 207; Bala Cynwyd, PA, 19004"
Sukara Spa,717-901-4766,"3300 Hartzdale Drive; Camp Hill, PA, 17011"
HK Massage,303-953-5331,"1315 Krameria St; Denver, CO, 80220"
Thai Spa,480-839-4013,"1245 W Baseline Rd, Suite 111; Mesa, AZ, 85202"
Acupuncture Company,732-382-1772,"867 Saint George Ave; Rahway, NJ, 07065"
Professional Asian Massage,317-702-6768,"4770 S Emerson Ave, Suite H; Indianapolis, IN, 46203"
Sage Acu Care,909-624-8638,"9635 Montevista Ave #201; Montclair, CA, 91763"
Med Spa,909-948-0600,"8250 White Oak  Ave., Suite 106; Rancho Cucamonga, CA, 91730"
Bodywork Massage,617-628-7888,"217B Highland Ave; Somerville, MA, 02143"
Health & Fitness,714-567-1980,"5421 W 1st Street, Suite F; Santa Ana, CA, 92703"
Advantage Day Spa,402-932-8811,"622 S 72nd St; Omaha, NE, 68114"
Joy Of Acupuncture,951-786-7777,"3865 Brockton Ave; Riverside, CA, 92501"
Asian Spa,509-328-5111,"3130 North Division; Spokane, WA, 99207"
Wellcare Healing Touch,201-868-3006,"7704 Kennedy Blvd.; North Bergen, NJ, 07047"
Super Sauna,205-836-0747,"9019 Parkway East; Birmingham, AL, 35206"
Top Health Massage,909-888-0838,"416 N H St, Suite 9; San Bernardino, CA, 92418"
Amazing Bethpage Asian Massage,516-859-5400,"280B Broadway; Bethpage, NY, 11714"
Best Bodywork,646-420-7373,"164-07 Northern Blvd; Queens, NY, 11358"
Osaka Spa,907-569-0005,"2217 E. Tudor Rd., Suite 18; Anchorage, AK, 99507"
Acupressure Shop,562-902-8083,"16177 Whittier Blvd; Whittier, CA, 90603"
Advantage Spa,402-571-9311,"3024  N. 93rd Street; Omaha, NE, 68134"
Eastern 216,410-476-7657,"Rt. 40 (Pulaski Hwy,) at Haynes Lane - In S&M Paving Building - Northbound side; Elkton, MD, 21921"
A Plus Bodywork,347-808-8138,"27-15 24th Ave; Astoria, NY, 11102"
Golden Chiropractic Massage,949-477-1224,"1350 Reynolds Ave, Suite 113; Irvine, CA, 92614"
Eastern Acupressure,714-899-0614,"7663 Garden Grove Blvd; Garden Grove, CA, 92841"
Song's Wellness Center,703-941-6666,"6399 Little River Turnpike; Alexandria, VA, 22312"
West Coast Body Works,714-539-3030,"12151 Brookhurst St., Suite A; Garden Grove, CA, 92841"
Joe Jean's Oriental Health Spa,509-326-4167,"2712 N Division St; Spokane, WA, 99207"
Carson Therapy,310-522-0523,"1822 E Carson St; Carson, CA, 90746"
Needham Oriental Spa,781-444-4424,"60 Dedham Ave Ste 107; Needham, MA, 02492"
River Hotstone Oriental Massage,505-771-7071,"137 S. Camino Del Pueblo; Bernalillo, NM, 87004"
Mi Mi Therapy,818-895-9247,"8857 Woodman Ave , Arleta, CA 91331; San Fernando, CA, 91331"
Julie's Beauty Shop,714-484-2808714-883-6814,"8867 Katella Avenue; Anaheim, CA, 92804"
Jinmeis Chinese Bodywork,347-822-2258,"622 Metropolitan Ave.; Brooklyn, NY, 11211"
June's Tan & Sauna,214-638-7380,"1820 W Mockingbird Ln., Suite 36; Dallas, TX, 75235"
Ace Acupressure And Massage,310-371-3717,"2705 Artesia Blvd.; Redondo Beach, CA, 90278"
Mirage Acupressure,310-536-0320,"2725 Manhattan Beach Blvd.; Redondo Beach, CA, 90278"
Relaxation Massage,952-888-1552,"674 W. 92nd St.; Bloomington, MN, 55420"
Von Karman Acupuncture,949-252-0100,"17155 Von Karman Ave., Suite 111; Irvine, CA, 92614"
Skin Care True Touch 2,951-371-0168,"650 E Parkridge Ave, Suite 100; Corona, CA, 92879"
Chiro Spa,949-515-4672,"2156 Newport Blvd., Suite B; Costa Mesa, CA, 92627"
May's Health Center,925-828-6788,"6994 Village Pkwy; Dublin, CA, 94568"
Golden Touch Health Spa Inc.,815-963-8300,"1006 Charles St.; Rockford, IL, 61104"
Danville Acupressure,925-838-2718,"199 East Linda Mesa Ave, Suite 7; Danville, CA, 94526"
Swan Pro,678-580-3758,"2821 Main St West, #6; Snellville, GA, 30078"
Harmony Spa,212-661-8606,"204 E 38th St; New York City, NY, 10016"
Fancy Spa,716-472-6625,"4525 Bailey Ave.; Buffalo, NY, 14226"
Miami Amnesia,786-471-9961,"19th Avenue SW 22nd St.; Miami, FL, 33145"
Unique Spa,951-788-4993,"3765 Jurupa Ave, Suite N; Riverside, CA, 92506"
GQ Spa,847-279-6477,"1105 Weiland Rd.; Buffalo Grove, IL, 60089"
Chinese Acupuncture,818-881-7440,"6670 Reseda Blvd., Suite 100 &104; Reseda, CA, 91335"
Chiropractic,909-495-6015,"31760 Casino Dr; Lake Elsinore, CA, 92530"
Amazing Massage,773-202-1166,"5054 West Irving Park; Chicago, IL, 60641"
Acupuncture TCM Healing Center,408-227-8228,"4996 Cherry Ave.; San Jose, CA, 95118"
HX Acucare,215-625-2673,"46 N 10th St; Philadelphia, PA, 19601"
Bally's Spa,570-296-6891,"544 Route 6 & 209, Suite 2A; Milford, PA, 18337"
Park View Spa,760-674-8828,"72405 Park View Dr, Suite C; Palm Desert, CA, 92260"
L & H Acutherapy,760-322-1230,"1733 N Palm Canyon Dr, Suite C; Palm Springs, CA, 92262"
Madison Spa,317-221-9754,"8560 Madison Ave; Indianapolis, IN, 46227"
Massage Center,714-817-8208,"1661 West Broadway, Suite 10; Anaheim, CA, 92802"
Zeng Chinese Massage,720-240-1296,"630 15th Ave., 100; Longmont, CO, 80501"
Evergreen Body Therapy,559-300-6992,"814 West Oak Avenue; Visalia, CA, 93291"
Great Massage,347-931-0009,"35-12 Farrington St, 2nd Floor; Flushing, NY, 11354"
Star Salon & Spa,408-377-2151,"2260 S Bascom Ave; Campbell, CA, 95008"
Callowhill Relaxation Station,215-636-9777,"1442 Callowhill St.; Philadelphia, PA, 19130"
Cherry Spa,718-618-6611,"23rd Ave & 86th St; Brooklyn, NY, 11214"
New Steam Spa,865-426-8557,"522 1/2 N Main St; Lake City, TN, 37769"
New Lifestyle,253-351-3179,"1537 N Auburn Wy; Auburn, WA, 98002"
Sunshine Health Spa,310-548-5330,"802 W 6th St; San Pedro, CA, 90731"
Lilly's Therapeutic Massage,317-595-0661,"9991 Allisonville Rd.; Indianapolis, IN, 46038"
CGM Plus Spa,405-773-6000,"5826 NW 63rd St.; Oklahoma City, OK, 73132"
Asian Touch Massage,303-666-6090,"2765 Dagny Way, Suite 202; Lafayette, CO, 80026"
Serenity Therapeutic Massage,864-295-0244,"129 Commons Wy; Greenville, SC, 29611"
Los Angeles Acucare,310-842-3986,"3300 Overland Ave., Suite 204; Los Angeles, CA, 90034"
Wild Berries,212-879-1727,"75th St. and 1st Ave.; New York City, NY, 10021"
A1 Spa,805-483-8080,"4942 C St.; Oxnard, CA, 93033"
Fareast Health Spa,562-943-8600,"11149 First  Ave.; Alameda, CA, 90603"
Maple Acupuncture Health Center,415-240-5191,"2721 Judah St.; San Francisco, CA, 94112"
Accupressure,949-222-0229,"18021 Sky Park Circle, Suite D; Irvine, CA, 92614"
Soothing Sensations,502-416-7214,"1517 Broadway St; Clarksville, IN, 47129"
New Spa,817-304-4550,"1615 Precinct Line Rd., 106; Hurst, TX, 76054"
Eastern Health Massage,425-656-2900,"4000 E Valley Rd, Suite 5; Renton, WA, 98057"
College Relaxation Spa,215-494-6760,"1213 Vine St., Suite 220; Philadelphia, PA, 19107"
Seven Spa,201-567-5459,"8 S Summit St; Tenafly, NJ, 07670"
Massage @ Crystal Casino,310-806-2667,"123 East Artesia Boulevard; Compton, CA, 90220"
Skin Health Center,805-783-2389,"4420 Broad St., Building F; San Luis Obispo, CA, 93401"
Method Massage,612-432-3331,"357 Ulysses St. NE; Minneapolis, MN, 55413"
Gentle Touch Massage Showers & Day Spa,408-782-5811,"16820 Jackson Oaks Dr.; Morgan Hill, CA, 95037"
Aloha Spa & Massage NY,914-528-0050,"1201 Old Oregon Rd. 1Fl; Cortlandt Manor, NY, 10576"
Chinese Massage,720-250-6146,"11684 Huron St., Suite 104B; Northglenn, CO, 80234"
CHS Therapy,818-543-7150,"1610 E. Colorado Blvd.; Glendale, CA, 91205"
Massage Max,763-923-1316,"9140 Baltimore St. NE, Suite 120; Blaine, MN, 55449"
Angel Therapy,703-444-5007,"21155 Whitfield Pl., Suite 105; Sterling, VA, 20165"
Kang FA Spa,860-633-6888,"3011 Main St.; Glastonbury, CT, 06033"
Lincoln Chiropractic Center,714-236-0077,"6971 Lincoln Ave., Suite E; Buena Park, CA, 90620"
Perfect Touch Retreat,612-782-5900,"720 Central Ave. SE; Minneapolis, MN, 55414"
Han Sun Sun,914-667-1817,"695 East Lincoln Ave; Mount Vernon, NY, 10552"
Emperor Spa,317-250-3524,"7114 W. Gallen Dr., 100; Avon, IN, 46123"
Delux Spa,612-827-6776,"4302 Chicago Ave.; Minneapolis, MN, 55407"
Body Health Center,508-799-2905,"734 Grafton Street; Worcester, MA, 01604"
Far East Massage,618-628-9858,"713 W. Hwy. 50; O Fallon, IL, 62269"
Gold Luck Spa Massage,702-875-4600,"4970 Arville St.; Las Vegas, NV, 89118"
Sky Spa,718-998-3069,"1737 Coney Island Ave; Brooklyn, NY, 11230"
College Girls Massage,443-299-9900,"7510 Bel Air Rd.; Baltimore, MD, 21236"
Montclair Asian Massage,909-399-1933,"9635 Monte Vista Ave., Suite 204; Montclair, CA, 91763"
Zen Massage,626-236-8653,"1527 Pacific Ave.; Venice, CA, 90291"
JJ Acupressure,323-888-9469,"2126 W. Beverly Blvd.; Montebello, CA, 90640"
Vip Asian Massage,952-881-3861,"1310 W. 98th St., Suite C; Bloomington, MN, 55438"
Plum Blossom,952-888-4288,"8120 Penn Ave. S, Suite 158; Bloomington, MN, 55431"
Skyline Mansion Massage,612-872-4600,"2400 Blaisdell Ave., Suite 201 & 202; Minneapolis, MN, 55404"
Ikoi Massage Room,808-924-0151,"2229 Kuhio Ave.; Honolulu, HI, 96815"
Glamorous Day Spa,954-399-8164,"2118 Tyler St; Hollywood, FL, 33020"
Surreal Body Works,612-871-1323,"210 N. 2nd St., Suite 070; Apple Valley, MN, 55401"
IMassage,952-698-5220,"7540 W. 149th St.; Apple Valley, MN, 55124"
Young Chiropractic Massage,562-200-6001,"13848 E. Rosecrans Ave.; Santa Fe Springs, CA, 90670"
Cardinal Clinic Ctr,703-771-9619,"2 Cardinal Park Dr. # 205; Leesburg, VA, 20175"
Magik Touch Accupuncture,323-725-0755,"612 W Whittier Blvd; Montebello, CA, 90640"
La Biang Thai,415-928-9786,"1339 Polk St.; San Francisco, CA, 94109"
Volcano Girls,808-922-5720,"Secret Condo; Honolulu, HI, 00000"
Relaxtation Massage,661-288-7808,"23942 Lyons Ave. #108; Santa Clarita, CA, 91321"
Monaet Spa,281-345-4900,"4337 N. Hwy. 6; Houston, TX, 77084"
Needle Body Spa,713-522-3311,"2929 Milam St., Suite B; Houston, TX, 77006"
Safire,713-688-0763,"2027 Mangum Rd; Houston, TX, 77092"
Relax Zone,714-641-5083,"440 Fair Dr., Suite M & O; Costa Mesa, CA, 92626"
Revive Thai,206-841-9263,"12333 33rd NE; Lake City, WA, 98125"
Good Eastern Chinese Massage,213-480-1911,"2120 W 8th St, Suite 310; Los Angeles, CA, 90057"
Artesia Acupuncture,310-539-2998,"25690 Crenshaw Blvd., Suite 105; Torrance, CA, 90505"
H20 Spa,808-593-2277,"975 Queen Street, 2F; Honolulu, HI, 96814"
Oriental Body Care,714-668-0288,"440 Fair Dr, Suite P; Costa Mesa, CA, 92626"
KM Day Spa,773-289-4172,"2556 W. Division St.; Chicago, IL, 60622"
Healing Hands Massage,510-525-8328,"1315 San Pablo Ave; Berkeley, CA, 94702"
RTC Center,310-376-7773,"1806 Artesia Blvd; Redondo Beach, CA, 90278"
Sky Park Healthcare,949-757-0231,"18102 Sky Park Circle, Suite C; Irvine, CA, 92614"
Natural Health Spa,508-926-8806,"218R Shrewsbury Street, 2nd Floor; Worcester, MA, 01604"
Chandler Luxury Spa (Prior Imperial Spa),480-893-6062,"6145 W. Chandler Blvd., Suite 4; Chandler, AZ, 85226"
Aloha Spa,727-328-8030,"3448 5th Ave N; Saint Petersburg, FL, 33713"
Beijing Foot & Body Massage,414-541-5858,"2727 S. 108th St.; Milwaukee, WI, 53227"
City Spa,773-376-5966,"2205 W Cermak; Chicago, IL, 60608"
Intimacies,561-904-6558,"2424 N Congress Ave, Suite N; West Palm Beach, FL, 33409"
Solution Spa,212-675-5567,"248 W 14th St, 2nd Floor; New York City, NY, 10011"
Sunny City Spa,281-477-0818,"9110 Jones Rd., Suite 119; Houston, TX, 77064"
Panda Massage Spa,661-250-8988,"18520 Soledad Canyon Rd.; Santa Clarita, CA, 91351"
V.I.P. Aroma,818-887-7180,"19975 Ventrua Blvd.; Woodland Hills, CA, 91364"
Allure,954-746-9890,"1852 N University Dr; Fort Lauderdale, FL, 33322"
Harbor House Massage Therapy,602-973-8656,"3439 W Northern Ave; Phoenix, AZ, 85051"
Tai Chi Health Center,"484-461-8566
646-404-3488","16 S Lansdowne Ave; Lansdowne, PA, 19050"
Sky Health Center,914-478-1546,"631 Saw Mill River Rd, Suite 1B; Ardsley, NY, 10502"
Oriental Garden Massage,619-285-1600,"3817 University Avenue; San Diego, CA, 92105"
Ana's Therapeutic Massage Center,702-580-2359,"3100 S. Durango Dr., Suite 108; Las Vegas, NV, 89117"
Pearl Orient Massage,702-638-8686,"3909 W Sahara Ave, Suite 6; Las Vegas, NV, 89102"
Oriental Acupuncture Inc,909-399-9177,"9655 Monte Vista Ave, Suite 402B; Montclair, CA, 91763"
Star Healthcare Therapy Center,310-447-8846,"292 S. La Cienega Blvd., Suite 210; Beverly Hills, CA, 90211"
Sacred Temple,206-523-5544,"3107 Eastlake Ave. E; Seattle, WA, 98102"
Golden Day Spa,858-560-1332,"8250 Vickers St., Suite G; San Diego, CA, 92111"
Best Asian Massage,914-233-6060,"540 Commerce St, 2nd Floor; Thornwood, NY, 10594"
Rose Therapy,323-969-0913,"3326 Barham Blvd; Los Angeles, CA, 90068"
Eva Oriental Spa,858-273-7512,"4609 Cass St; San Diego, CA, 92109"
Garden On 35th,212-868-1515,"224B West 35th street; New York City, NY, 10016"
Oriental Health & Therapy,212-929-3898,"262 West 26th St; New York City, NY, 10001"
Body Care,323-259-0388,"4320 Eagle Rock Blvd.; Los Angeles, CA, 90041"
Brookhurst Therapy,714-533-2767,"710 S. Brookhurst St., Suite Q; Anaheim, CA, 92804"
Asian Massage Therapy (Jasmine Spa),"714-827-6969
714-468-0864","3319 W. Lincoln Ave.,  Suite 102; Anaheim, CA, 92801"
CAH Health Center (Green Island),818-255-2911,"11412 Vanowen St, Suite C; North Hollywood, CA, 91605"
Green Acupressure,"323-761-3466
323-565-4028","2072 W. Manchester Ave.; Los Angeles, CA, 90047"
Tai Chi Natural Health Center,714-991-1978,"1673 W. Broadway St., Suite 2; Anaheim, CA, 92802"
Palace Health Beauty & Spa,714-687-9868,"513 S. Brookhurst St.; Anaheim, CA, 92804"
Fantastic Spa Massage,714-557-4233,"440 Fair Dr., Suite H; Costa Mesa, CA, 92626"
Super Spa,714-668-9678,"440 Fair Dr., Suite C; Costa Mesa, CA, 92626"
Fountain Valley Day Spa,714-775-8127,"16567 Brookhurst St.; Fountain Valley, CA, 92708"
M Street Spa,202-887-1179,"1829 M St. NW, Suite 3; Washington DC, DC, 20036"
Rainbow Spa Massage,714-641-5083,"440 Fair Dr., Suite O; Costa Mesa, CA, 92626"
Which Doctor?,801-906-1678,"Call for address; Clearfield, UT, 84016"
Young's Chiropractic Clinic,714-530-4906,"12832 Garden Grove Blvd., Suite F; Alameda, CA, 92843"
Moon Spa,281-587-9955,"5114 FM 1960 West; Houston, TX, 77069"
Tender Massage Inc.,281-990-9277,"1047 Nasa Pkwy; Houston, TX, 77058"
Cindy's Spa,281-575-9490,"13614 Bellaire Blvd., Suite D1; Houston, TX, 77083"
King Spa,212-206-6871,"95 Christopher St., Suite 1C; New York City, NY, 10014"
Hong Lee Center,212-226-7282,"230 Grand St., Suite 301; New York City, NY, 10013"
Alter Ego,949-975-1414,"17155 Von Karmen Ave, Suite 111; Irvine, CA, 92614"
Therapy Center,949-222-0229,"18021 Skypark Circle, Suite D; Irvine, CA, 92602"
Back In Motion Wellness Center,949-222-0391,"33 Creek Rd, Suite 270; Irvine, CA, 92604"
Nirvana,443-909-6730,"7718 Beliar Road, Suite 1; Baltimore, MD, 21236"
Orchard House,760-449-1708,"5777 Adobe Rd., Suite D; Twentynine Palms, CA, 92277"
Tropical Oriental Spa,619-563-0993,"5837 Mission Gorge Rd., Suite C; San Diego, CA, 92120"
T-Pro Massage,312-666-6005,"1347 W. Washington Blvd.; Chicago, IL, 60607"
Well Life,818-988-2468,"14907 Sherman Wy; Van Nuys, CA, 91405"
C H Acupuncture Clinic,818-994-2281,"14555 Hamlin St., Suite 6; Van Nuys, CA, 91411"
Ela Heath Care,323-728-6999,"5255 Pomona Blvd., Suite 1; Los Angeles, CA, 90022"
VIP Acupuncture,213-435-7211,"1123 W 7th St; Los Angeles, CA, 90017"
Main Avenue Spa,310-710-1244,"6017 Melrose Ave.; Los Angeles, CA, 90038"
Rafa-L Acupuncture,213-385-5977,"2825 W. 8th St, Suite 102; Los Angeles, CA, 90005"
Oriental Day Spa,323-258-3197,"4871 Eagle Rock Blvd; Los Angeles, CA, 90041"
Total Health & Body Care,949-732-8474,"1155 W Central Ave, Suite 207; Santa Ana, CA, 92701"
Gentlemens Service Center,213-623-3543,"706 Hartford Ave.; Los Angeles, CA, 90017"
Japanese Beauty Massage,310-572-0050,"12023 Venice Blvd  - 12023-A; Los Angeles, CA, 90066"
Heal Center,805-667-2183,"2660 E. Main St., Suite 202; Ventura, CA, 93001"
Oasis Therapeutic Center,954-969-9989,"2301 W Sample Rd, Suite 3A; Pompano Beach, FL, 33073"
Work Shops Massage,720-220-6868,"4340 E Kentucky Ave, Suite 423; Glendale, CO, 80246"
Smile Relaxation,303-233-0399,"1480 Ammons St; Denver, CO, 80214"
Touch Of Asian Day Spa,,"1912 Hacienda Dr.; Vista, CA, 92083"
A B Acupuncture,562-698-5030,"14442 Whittier Blvd, Suite 202; Whittier, CA, 90605"
Balance Health And Wellness,404-248-9007,"3040 Briarcliff Rd. NE, Suite C; Atlanta, GA, 30329"
Accupoint,713-529-1688,"1627 W Alabama St; Houston, TX, 77006"
T & J Acupuncture Center,626-855-4557,"2389 S Hacienda Blvd; Hacienda Heights, CA, 91745"
Chinese Ancient Spa,312-949-1288,"2749 S. Archer Ave.; Chicago, IL, 60608"
Cancun Massage,773-384-6994,"1014 N. Ashland Ave.; Chicago, IL, 60622"
Montage Massage,713-532-5799,"9413 Richmond Ave, Suite A; Houston, TX, 77063"
Brittmore Modeling,"713-856-8040
832-297-1872","6615 Brittmore Rd; Houston, TX, 77041"
Jesse's Hair & Nail,713-781-4464,"5708 Fondren Rd, Suite B; Houston, TX, 77036"
White Dragon Chinese Massage,505-507-6108,"9320 Menaul Blvd NE; Albuquerque, NM, 87112"
Sunshine Massage,951-898-7889,"1344 W. 6th St., Suite 105; Corona, CA, 92882"
Beauty Faces,714-499-8019,"1834 W. Lincoln Ave, Suite I; Anaheim, CA, 92801"
Sun Health Massage,626-500-3866,"13001 Ramona Blvd.; Baldwin Park, CA, 91706-3752"
Hanabi's Massage & Day Spa,808-387-1496,"1750 Kalakaua Ave, Suite 2601; Honolulu, HI, 96826"
Sakura,808-944-2855,"1320 Rycroft St., Suite 3; Honolulu, HI, 96814"
Regency,610-926-9663,"5581 Allentown Pike; Reading, PA, 19605"
Mauchly Acupressure,949-450-0021,"25 Mauchly, Suite 316; Irvine, CA, 92618"
Natural Healing Center,212-505-5063,"105 E 15th St, Suite 1; New York City, NY, 10003"
European Bodywork,347-600-9998,"Call for Appointment - ES; New York City, NY, 10001"
MT Massage Parlor Spa Wellness Center,718-421-1390,"1215 Ocean Ave; Brooklyn, NY, 11210"
Lexington Spa,212-752-1060,"714 Lexington Ave.; New York City, NY, 10022"
Anaheim Health Center,909-510-3515,"1184 N Euclid St; Anaheim, CA, 92801"
Sunsmile Bodywork,646-288-2959,"333 5th Ave.; New York City, NY, 10016"
Salon De Choi,212-868-9700,"27 W. 35th St.; New York City, NY, 10001"
Yiman Spa,212-213-3490,"35 E 28th St; New York City, NY, 10016"
Lucky 7 Spa,516-668-3391,"253-09 Northern Blvd; Little Neck, NY, 11362"
Gina And Stacey's Spa,917-828-1062,"W. 31st St.; New York City, NY, 10001"
Asian Palm Spa,212-627-7500,"35 W. 14th St.; New York City, NY, 10011"
Best Asian Bodywork,212-518-6608,"21 5th Ave; New York City, NY, 10019"
Homme Spa,212-983-0033,"465 Lexington Ave.; New York City, NY, 10017"
Zhou Shi Massage,212-539-1188,"335 East. 6th St.; New York City, NY, 10003"
Shell Green,202-588-0117,"1424 N Capitol St NW; Washington DC, DC, 20001"
GHS,202-898-4110,"1333 Green Ct. NW, Suite 1; Washington DC, DC, 20005"
